TimestampSecond,Temp_15s_Moving_Average,Temp_60s_Moving_Average,Humidity_15s_Moving_Average,Humidity_60s_Moving_Average
2022-10-03T10:16:38.000+0000,29.513644337654114,29.77675753734151,71.4623396396637,69.96130496165792
2022-10-03T10:20:38.000+0000,29.54521656036377,29.739772296342693,70.95000290870667,69.94238568915695
2022-10-03T10:21:38.000+0000,29.646266102790833,29.737929453615283,71.65734314918518,70.08528149714235
2022-10-03T10:22:38.000+0000,29.541085720062256,29.67908974944568,71.97988295555115,70.06681636122407
2022-10-03T10:23:38.000+0000,29.62443780899048,29.710890441644388,71.71052432060242,69.98350537409547
2022-10-03T10:25:38.000+0000,29.88655960559845,29.781463497974833,71.67317748069763,70.19727000252145
2022-10-03T10:26:38.000+0000,29.629114270210266,29.748258590698242,72.25841164588928,70.04523630611232
2022-10-03T10:28:38.000+0000,29.488051414489746,29.748418589107327,71.98453736305237,70.0871042345391
2022-10-03T10:29:38.000+0000,29.704047799110413,29.807585575541513,71.85731387138367,70.26694857487914
2022-10-03T10:30:38.000+0000,29.766183257102966,29.804536350437854,71.84282612800598,70.36530222658251
2022-10-03T10:35:38.000+0000,29.616420030593872,29.792775920180024,72.30697059631348,70.48230787183418
2022-10-03T10:36:38.000+0000,29.602683305740356,29.79542441446273,71.74875020980835,70.2947889859559
2022-10-03T10:37:38.000+0000,29.53776776790619,29.745019162287477,70.89552879333496,70.0915397894187
2022-10-03T10:38:38.000+0000,29.457959532737732,29.727895580354286,70.53555345535278,70.23399696975459
2022-10-03T10:42:38.000+0000,29.351034283638,29.68801507793489,71.16114568710327,70.30016708374023
2022-10-03T10:43:38.000+0000,29.267157673835754,29.630133144191053,71.49057006835938,70.58771058379627
2022-10-03T10:44:38.000+0000,29.22316002845764,29.5801501664959,71.2101240158081,70.6911886246478
2022-10-03T10:45:38.000+0000,29.324621081352234,29.554504707211354,71.17454719543457,70.58664203080974
2022-10-03T10:46:38.000+0000,29.2543762922287,29.496853656456118,70.70439100265503,70.66364588502978
2022-10-03T10:49:38.000+0000,29.287153601646423,29.458005623739275,70.15341234207153,70.71781314787317
2022-10-03T10:51:38.000+0000,29.213568210601807,29.44542690964996,71.14439678192139,70.76897111486215
2022-10-03T10:52:38.000+0000,29.051596522331238,29.440450887211032,70.1236822605133,70.54062552530257
2022-10-03T10:57:38.000+0000,29.101648926734924,29.396710505251026,69.88257145881653,70.38156665739466
2022-10-03T11:00:38.000+0000,29.164621591567993,29.422941989586,70.166011095047,70.43727537061348
2022-10-03T11:01:38.000+0000,29.09994900226593,29.476923864395893,69.35256505012512,70.24881706863154
2022-10-03T11:04:38.000+0000,29.065563678741455,29.512598600543914,69.17541909217834,70.11269941486296
2022-10-03T11:06:38.000+0000,29.227314233779907,29.54360918138848,69.39776492118835,70.17756039979028
2022-10-03T11:09:38.000+0000,29.08810305595398,29.53497755332071,69.6733090877533,70.26868050997375
2022-10-03T11:11:38.000+0000,29.20687508583069,29.580462127435403,69.97511601448059,70.34842350443856
2022-10-03T11:13:38.000+0000,29.08393085002899,29.541744482321818,70.24753260612488,70.34119146378313
2022-10-03T11:14:38.000+0000,29.098833203315735,29.500105748411084,70.31282782554626,70.59742874395651
2022-10-03T11:19:38.000+0000,29.164152145385742,29.462181497792727,69.4968330860138,70.60356677946497
2022-10-03T11:21:38.000+0000,29.173776030540466,29.41158669893859,69.98243021965027,70.52902296722912
2022-10-03T11:27:38.000+0000,29.148495316505432,29.424643719782594,70.2711226940155,70.57093223196561
2022-10-03T11:33:38.000+0000,29.129241824150085,29.394402926085426,70.22079110145569,70.49692497878779
2022-10-03T11:34:38.000+0000,29.19991660118103,29.363518918146852,70.00491499900818,70.2553445784772
2022-10-03T11:36:38.000+0000,29.325860857963562,29.390057829559826,68.91901445388794,70.18692610693759
2022-10-03T11:37:38.000+0000,29.326761960983276,29.397354594996717,69.77024292945862,70.4292580026095
2022-10-03T11:40:38.000+0000,29.53126561641693,29.431682899350026,69.93426442146301,70.4283079553823
2022-10-03T11:41:06.000+0000,29.573525190353394,29.41802215576172,69.64796328544617,70.4896861217061
2022-10-03T11:41:08.000+0000,29.589139819145203,29.428181226136253,70.46824479103088,70.69701116593157
2022-10-03T11:41:10.000+0000,29.523911833763123,29.43413462404345,69.86648464202881,70.39911038758325
2022-10-03T13:23:34.000+0000,29.292668104171753,29.42610293529073,69.35217094421387,70.24506265608991
2022-10-03T13:23:36.000+0000,29.500262141227722,29.433801869877048,69.11502027511597,70.14429861600281
2022-10-03T13:23:44.000+0000,29.43355405330658,29.43430037576644,69.63538837432861,70.28162308989978
2022-10-03T13:23:46.000+0000,29.582273364067078,29.40872808362617,69.13761854171753,70.3462950909724
2022-10-03T13:23:52.000+0000,29.687973737716675,29.449419115410475,68.74411010742188,70.30496053226659
2022-10-03T13:23:54.000+0000,29.782800316810608,29.497331806870758,69.02323532104492,70.41304991675204
2022-10-03T13:23:56.000+0000,29.769720911979675,29.474377178754963,68.5664610862732,70.35445003822201
2022-10-03T13:24:00.000+0000,29.779439449310303,29.484015855632844,68.91315031051636,70.48336204153593
2022-10-03T13:24:02.000+0000,29.720054149627686,29.476954819726163,69.51931571960449,70.44138736412174
2022-10-03T13:24:08.000+0000,29.78945505619049,29.461269034713997,70.31523418426514,70.68721508588948
2022-10-03T13:24:10.000+0000,29.71036684513092,29.459461556106316,71.28413701057434,70.79626052106013
2022-10-03T13:24:14.000+0000,29.802859663963318,29.500484310212684,70.92146849632263,70.65028669013351
2022-10-03T13:24:18.000+0000,29.582736611366272,29.462284275742828,71.29007649421692,70.6795780619637
2022-10-03T13:24:28.000+0000,29.584325909614563,29.434227302426198,71.03962516784668,70.64386536645108
2022-10-03T13:24:30.000+0000,29.642744779586792,29.447940044715757,70.56212949752808,70.54218254714716
2022-10-03T13:24:32.000+0000,29.654717803001404,29.45087110800821,71.28773474693298,70.4865773935787
2022-10-03T13:24:34.000+0000,29.82951843738556,29.444819528548443,71.88622117042542,70.4215094144227
2022-10-03T13:24:36.000+0000,29.781111001968384,29.457438703443184,72.23908400535583,70.54386201452036
2022-10-03T13:24:42.000+0000,29.680805921554565,29.424772106233192,72.39926981925964,70.60445153908651
2022-10-03T13:24:44.000+0000,29.6251038312912,29.437963360645732,72.66540932655334,70.66185435310739
2022-10-03T13:24:46.000+0000,29.579886078834534,29.45851275959953,73.19537854194641,70.89391151803439
2022-10-03T13:24:48.000+0000,29.636832237243652,29.494857350333792,73.62187170982361,70.92833609659164
2022-10-03T13:25:04.000+0000,29.596595287322998,29.488937065249583,73.5998637676239,70.77936303810995
2022-10-03T13:25:12.000+0000,29.604041695594788,29.47866605539791,73.32225728034973,70.9061116703221
2022-10-03T13:25:14.000+0000,29.72789990901947,29.435339161607086,73.03602385520935,70.79885526563301
2022-10-03T13:25:16.000+0000,29.546897053718567,29.43970386317519,72.10264253616333,70.64635761448595
2022-10-03T13:25:18.000+0000,29.64187502861023,29.499808733580544,71.09238958358765,70.56225454611857
2022-10-03T13:25:22.000+0000,29.558255672454834,29.462243752401385,70.48952198028564,70.29152160394388
2022-10-03T13:25:26.000+0000,29.57490622997284,29.412113252233286,69.94044828414917,70.18059370947665
2022-10-03T13:25:28.000+0000,29.638594031333923,29.44004343376785,70.30531144142151,70.11884001434827
2022-10-03T13:25:32.000+0000,29.607303738594055,29.449151961529843,70.2087185382843,70.13823981363265
2022-10-03T13:25:36.000+0000,29.691006779670715,29.491064947159565,69.60780620574951,70.14881409191695
